policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,is_claim,segment,model,fuel_type,max_torque,max_power,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,steering_type,turning_radius,Length,width,height,Gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating
ID00077,0.252136266,0.08,0.326923077,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00078,0.53954461,0.13,0.384615385,C10,73430_,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00079,1.043325994,0.13,0.557692308,C11,6108,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00080,0.168965055,0,0.365384615,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00081,0.977908448,0.06,0.759615385,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00082,0.568471862,0.06,0.538461538,C9,17804,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00083,1.213044172,0.13,0.403846154,C10,73430,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00084,0.462069956,0.01,0.442307692,C8,8794,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00085,1.16392472,0.06,0.288461538,C9,17804,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID00086,0.179501475,0.02,0.442307692,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00087,0.046563508,0.01,0.288461538,C2,27003,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00088,0.807114161,0.18,0.326923077,C13,5410,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00089,0.094857459,0.1,0.365384615,C7,6112,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00090,0.321030834,0.02,0.673076923,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00091,0.084936104,0.08,0.384615385,C5,34738,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00092,1.065680687,0.08,0.384615385,C14,7788,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00093,0.215212969,0.02,0.509615385,C15,290,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00094,0.037337827,0.07,0.423076923,C2,27003,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID00095,0.902637988,0.14,0.432692308,C12,34791,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00096,0.08037214,0,0.336538462,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00097,0.092874414,0.03,0.336538462,C8,"8794""",3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00098,0.096181616,0.04,0.451923077,C5,34738,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00099,0.892753417,0.01,0.326923077,C7,6112,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00100,1.117395213,0.02,0.432692308,C4,21622,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00101,1.1365196,0.14,0.480769231,C14,7788,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00102,1.054796038,0.14,0.451923077,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00103,1.197191873,0.06,0.673076923,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00104,0.776574085,0.14,0.596153846,C14,7788,1,0,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,G12B,1,No,No,No,Yes,No,Drum,1196,4,Manual,5,Manual,4.5,(mm)3675,1475(mm),1825,1510KG,No,No,No,No,No,No,No,No,No,No,No,Yes,0
ID00105,0.543271734,0.01,0.288461538,C8,8794,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID00106,0.166865668,0.15,0.375,C5,34738,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00107,0.702487681,0,0.403846154,C10,73430,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00108,0.354055572,0.04,0.384615385,C5,34738,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00109,0.265161014,0.14,0.451923077,C9,17804,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00110,1.078275212,0.02,0.740384615,C11,6108,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00111,1.043338655,0.08,0.355769231,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00112,0.279102442,0.04,0.557692308,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00113,0.407690965,0.11,0.509615385,C5,34738,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00114,0.366055078,0.05,0.317307692,C6,13051,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00115,0.900941035,0.05,0.384615385,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00116,1.143083881,0.13,0.326923077,C10,73430,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00117,1.000023618,0.16,0.663461538,C17,65567,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00118,1.202791822,0,0.346153846,C8,8794,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00119,1.026045674,0.15,0.471153846,C5,34738_,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00120,0.474598056,0.12,0.557692308,C14,7788,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00121,1.092049991,0.02,0.403846154,C5,34738,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00122,1.227016294,0.06,0.596153846,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00123,0.382363292,0.02,0.625,C14,7788,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00124,0.479102792,0.03,0.442307692,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00125,1.073612385,0.2,0.442307692,C2,27003,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00126,0.064651599,0,0.490384615,C18,35036,1,1,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00127,0.096461962,0.17,0.538461538,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00128,0.094342695,0.09,0.538461538,C10,73430,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00129,0.131791204,0.1,0.298076923,C1,4990,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00130,0.544042072,0.02,0.461538462,C5,34738,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00131,0.888914474,0.01,0.528846154,C1,4990,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00132,0.785907896,0.12,0.432692308,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00133,0.370910628,0.09,0.480769231,C10,73430,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00134,1.068803376,0.02,0.692307692,C6,13051,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00135,0.125743781,0.11,0.625,C11,6108,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00136,0.490727527,0,0.471153846,C18,35036,1,1,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00137,0.595210893,0.13,0.394230769,C13,5410,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID00138,0.848697908,0.1,0.451923077,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00139,1.063930647,0.01,0.317307692,C9,17804,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00140,1.246036211,0.04,0.576923077,C2,27003,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00141,1.230216322,0.03,0.480769231,C17,65567,2,0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2,No,No,No,No,Yes,Drum,999,3,Automatic,5,Electric,5,(mm)3731,1579(mm),1490,1155KG,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2
ID00142,0.916584948,0.04,0.528846154,C3,4076,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00143,0.075911478,0.13,0.298076923,C8,8794,2,0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2,No,No,No,No,Yes,Drum,999,3,Automatic,5,Electric,5,(mm)3731,1579(mm),1490,1155KG,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2
ID00144,1.033368768,0.04,0.519230769,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00145,1.054417361,0.1,0.461538462,C7,6112,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID00146,0.859521152,0.03,0.528846154,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00147,1.247528797,0.13,0.663461538,C9,17804,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00148,0.86926586,0.01,0.336538462,C3,4076,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID00149,0.022164433,0,0.740384615,C5,34738,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID00150,0.005923208,0.01,0.423076923,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID00151,0.671115977,0.1,0.451923077,C7,6112,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID00152,0.611863021,0.07,0.586538462,C8,8794,2,0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2,No,No,No,No,Yes,Drum,999,3,Automatic,5,Electric,5,(mm)3731,1579(mm),1490,1155KG,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2
ID00153,1.237960818,0.12,0.442307692,C2,27003,1,1,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
